"logFC","logCPM","PValue","FDR"
"ANXA2P2",0.43952943754592,6.2043305268346,0.0277318147543108,1
"ATPIF1",0.549011433589333,6.42680147055219,0.0280691617427256,1
"CCDC58",0.484871736688151,5.37142701629177,0.0284850143193075,1
"PLEKHO1",0.557733455079046,4.31435430236205,0.0287210758291827,1
"KDM2A",0.557273929676033,4.32704268766881,0.0287210758291827,1
"MIR193B",0.864364575236245,3.48604840585793,0.0291734113545222,1
"RAB6A",0.669152740194372,5.34117748171595,0.0292476141134735,1
"ERMP1",0.946938330628967,3.1183089625094,0.0294871733936781,1
"HCFC1R1",0.756667067758218,4.58392100896876,0.0295832629851696,1
"FAM57A",0.618138009255372,4.04802941570543,0.029730320200579,1
"SNORD54",0.485445263464838,10.1114721474082,0.029787970790638,1
"GSN",0.744272341021148,4.57771536179875,0.0300502372645858,1
"SNORD51",-0.459546764409996,10.8273586771078,0.0306493851537439,1
"TAX1BP1",0.685200495617338,5.25235291074635,0.0308918774249414,1
"ACTN3",1.79678447306219,2.32897845608202,0.0309534466569985,1
"C12orf68",1.69847566818705,2.3421354967855,0.0309534466569985,1
"SNORD116-22",0.562867799399038,7.89070085805268,0.0310039983479229,1
"TEX19",1.32508143174876,2.60595307015426,0.0311236029047102,1
"C19orf77",2.83869741973126,1.88606893374002,0.0312721949935144,1
"FAM115C",2.83729673700532,1.89658779736004,0.0312721949935144,1
"PDE4C",2.5732102329372,1.88191308346715,0.0312721949935144,1
"GPR146",2.35687206415696,1.86719902871235,0.0312721949935144,1
"CEP250",1.00146887378205,3.03478462199696,0.0317109156022222,1
"PER1",0.775137289011537,3.51417987468313,0.032213866149178,1
"SNORD115-19",1.10255895708572,4.8162810782725,0.0323232013062937,1
"SNORD115-17",1.10255896199708,4.8162810782725,0.0323273445091619,1
"SNORD115-18",1.10255896257018,4.8162810782725,0.0323278280620841,1
"SIDT2",0.560080901194053,4.19461973357879,0.0333136058142419,1
"TAF9B",-0.617917174874071,3.99414937869025,0.0333891499730191,1
"SNORD111B",-0.46283734057581,9.22045457179718,0.0336103360863209,1
"FEM1C",0.652525718483784,3.77563363363622,0.033787854012724,1
"MGAT3",1.91291836866151,2.2156382816307,0.0352193759671463,1
"SEMA3B",1.78428617132702,2.24653584037547,0.0352193759671463,1
"HLA-L",1.64712864422759,2.24107316289889,0.0352193759671463,1
"MIR125A",0.683740249679394,5.99028944469687,0.0354084886540908,1
"FBXO42",0.642294973555032,3.91135521258102,0.0356321781740579,1
"MIR103-1",0.77764572935722,5.51420695368638,0.0357074777667171,1
"RRAS",0.593005683084153,4.52952545449119,0.0357485203375605,1
"CTDP1",0.780990291490386,3.4517516428478,0.0358691108889834,1
"WDR73",-0.62360231385135,4.25027414166561,0.0359756785292374,1
"DDX50",0.502731376561964,4.87920745627476,0.0359813472651348,1
"NGFR",2.23739677395539,2.3329701831612,0.0359905706496668,1
"CNNM1",0.879577377163014,3.19320869707618,0.0367123731122465,1
"GYG1",-0.468940508901338,4.62516629093206,0.0368583799276082,1
"SNORA36A",0.509599810019634,7.92570758427493,0.0370550196752482,1
"AVPI1",0.734430776085371,3.59439171199813,0.0372888746681729,1
"SNORA37",0.576008263429774,8.89240831936131,0.0373379716180711,1
"SERPINE1",0.769207411553468,4.00306272761196,0.0378979814925614,1
"TERC",0.565801268796454,5.32694676583334,0.0380133128792994,1
"TPT1",0.502995703045922,9.91188904703908,0.0382591942443867,1
"TOMM40L",-0.589487540438014,4.05125101262371,0.0385324845984774,1
"MIR425",0.98821657750804,2.95379312954554,0.0386592860143697,1
"MAPT",2.09076327007412,2.0312370445942,0.0391024519326594,1
"CCDC138",-0.447690986641994,5.90412408923468,0.0395946079905796,1
"SNORD7",0.631342054229117,9.54825543711799,0.0396145901931037,1
"SLC25A4",0.656669649244573,3.84743722311387,0.0400515037633353,1
"PIM2",0.615855140224212,3.85300565948915,0.0400515037633353,1
"HYOU1",-0.375052284881764,6.57941368438388,0.0404768178316893,1
"HIST1H3D",-0.389297716352689,6.82060475918608,0.0405000300500163,1
"CDKN1A",1.52743163133517,2.41216863764034,0.0414839939230617,1
"OXSR1",0.437896422352296,4.73765384065397,0.0415760854700005,1
"TIMP1",0.383104040290899,8.60968732290436,0.0419349186326697,1
"UGP2",0.48083268353523,5.1478208174759,0.0420141725100564,1
"ATP5D",-0.444363536615114,6.31551918401376,0.0421250167745407,1
"HAGH",0.660303468012749,3.81218900551979,0.0422196619219553,1
"TBC1D20",0.684025410774303,3.6457054375626,0.0425488811584127,1
"BCKDHA",0.895587774175185,3.90913241171513,0.0428538651278048,1
"IARS",-0.442525349471347,6.34644281008682,0.0431994494522972,1
"MAPK7",1.34082750984134,2.57871880128815,0.0434073751595595,1
"PDIA3",0.423260309013693,5.68790136845744,0.0436082771540072,1
"CFL2",-0.406014237649121,5.83136168204731,0.0439734553652174,1
"NFAT5",-0.506611806710363,4.86542899277303,0.0442135911772526,1
"HIST2H3D",-0.335412324257431,8.34184469030524,0.0454321338307224,1
"SERPINH1",0.423755581385006,5.87067607619634,0.0455332779017122,1
"SNORA14B",0.490609167929862,9.91138362750259,0.0462265717722197,1
"SNORA57",0.483435238335362,8.99833949145523,0.0464613511122785,1
"ARAP1",0.767812396708268,3.4159902200715,0.0466882389295596,1
"SH3BGRL3",0.458471633439034,4.79876033504923,0.0468496164777767,1
"FOXO3",0.78303876662117,3.637599275601,0.0470137428200788,1
"SLC25A3",-0.356767568672964,6.80630257104604,0.0471873393235673,1
"RPS14",-0.446659949134232,8.96404334343434,0.0474318833123383,1
"RHOBTB3",-0.458686103751103,5.06489401096606,0.0475094035026142,1
"SMS",0.465070593094055,5.20855641071403,0.0476822803935435,1
"TIPARP",0.595456224670788,4.2193084079261,0.0482552948598415,1
"SNORD116-20",0.543527199836228,7.94834200982352,0.0483360651834919,1
"OST4",0.398506400224548,5.79620940411834,0.0483594235670633,1
"SMAP2",0.586011643768265,3.94426167186166,0.0487787956984578,1
"ATRN",0.511738792850731,4.2683996345023,0.048902811680982,1
"TPI1P2",0.937379857337477,3.04762043690632,0.0490001384302141,1
"GPRC5C",1.69729168903316,2.30982089081289,0.0491311701480642,1
"PAIP2B",1.48002519042133,2.29708456632295,0.0491311701480642,1
"RALGDS",0.837910468444224,3.17504647827826,0.0491450540544432,1
"HIPK3",0.450294121872512,4.7636039419351,0.0492098910747033,1
"PCYT1B",0.744667531096269,3.44777727188276,0.0501611444978998,1
"IGFBP3",0.365578509679097,6.45593316782477,0.0501832587943352,1
"SNORD25",-0.365624233594128,13.0133629089687,0.0503748295142044,1
"DIMT1L",-0.531240606367194,4.91187699481054,0.0503845985565366,1
"HMBS",-0.474806790654517,4.51537800511673,0.0503936572032157,1
"TNNC1",0.669603773714605,3.72378012892231,0.0507120269394129,1
"GLTP",0.647344273520648,3.71879992198425,0.0507120269394129,1
"HMGN5",-0.643926871788287,3.71289847161672,0.0507120269394129,1
"MIR199B",1.45020444260897,2.51573865742441,0.0508326948718488,1
"APEH",-0.45859288906202,5.07192816922604,0.0517634067468669,1
"SNORA17",-0.418083992670678,10.8734570436967,0.052198976291374,1
"PRMT3",-0.482549550936863,4.3105135248817,0.052296400707067,1
"MIR191",0.705905464159898,5.03852199178975,0.0523658826414315,1
"METTL21B",1.19090546404618,2.61940007675167,0.0523878145521441,1
"PTPRU",1.35778290547609,2.47863195952752,0.0526000933577949,1
"MIR199A2",0.796715998230197,3.58754827467099,0.0527422161245742,1
"SNORA39",0.484046557482344,4.52677500654244,0.0530556831730522,1
"FGF2",-0.436683608472236,4.87799998637488,0.0530957460820624,1
"AP4E1",-0.428427811218366,4.89138284909195,0.0532198962093324,1
"C11orf48",-0.456143028798988,4.65713962884354,0.053505603292304,1
"SNHG5",-0.541140272785473,6.72895686121213,0.0535394046559335,1
"GOLGA8A",0.830903866477026,3.2290113210829,0.0537367645421482,1
"RPS13",-0.365071511408941,7.86705962203219,0.0537725494794566,1
"FBXO41",0.903795456581697,3.09446853616468,0.0543362941462363,1
"SMAD7",0.878212706206612,3.08128228380552,0.0543362941462363,1
"WDR26",0.448038842855143,4.54530633477777,0.0543812663919821,1
"PDCD10",0.443349130424707,5.44648576667898,0.0556734706017893,1
"SNORD55",0.537490745061376,9.97560798536086,0.0560062023764109,1
"ISG20",1.26600065689347,2.72890772140408,0.0561256877669418,1
"RNF145",0.425400810419834,5.21112504111516,0.0561948213243418,1
"CECR5",0.406722561334231,5.52147481371181,0.0569141416385097,1
"MIR503",1.42120386039162,2.20787476756578,0.0574540470331018,1
"TXNDC17",0.435336224354153,4.65112699881082,0.0574767882105795,1
"JHDM1D",1.01684881353241,2.97081519065457,0.0576461861820999,1
"BTG1",1.09613821867333,3.41217790287677,0.0576732380697618,1
"FAM160A1",0.963314308442672,2.81874433408824,0.0578121946426845,1
"DDIT4",1.01891276115249,7.15603912646767,0.058129509304276,1
"TSKU",0.751611476682791,3.26309962789533,0.0583894631598511,1
"SNORD115-4",1.0913548079302,3.34614144895643,0.0585348564984693,1
"PSAP",0.429582288352173,7.38492131544723,0.0585545153698287,1
"ARRDC4",0.977009613898412,3.31451495511922,0.058767815251476,1
"MIR24-1",0.827403119724923,4.42411255575292,0.0593257269009043,1
"SNORD116-18",0.523833217803657,6.16679109008614,0.059332999215025,1
"PPP1R13L",0.831170460298491,3.12214821501359,0.0597511742766984,1
"PTPRH",1.08051481694377,3.02721243386728,0.0597711263864755,1
"AP3S1",0.453479656279033,5.07797806269683,0.0598222703843688,1
"NUPL1",0.403129593604889,5.48146784654257,0.0599866939845498,1
"SNORD116-9",0.604433845157942,7.1129698059681,0.0602010257971572,1
"SNORD116-3",0.604433843713235,7.1129698059681,0.0602035512116786,1
"ADD3",0.622086298388684,4.06678331710641,0.0602356669887786,1
"MUC15",0.499046884016974,5.59799189128784,0.0603119264684771,1
"FZD7",0.710370818937279,3.42026173174416,0.0603273286824515,1
"CYR61",0.41529281579833,5.53093258854868,0.0603382534926057,1
"C12orf45",-0.444689425516368,5.47716338544037,0.0605664821971566,1
"ASPH",0.455852323404477,5.75882320387165,0.0607203874935852,1
"CDK19",0.864825758977171,3.24517361115595,0.0609591914492835,1
"ACTR6",-0.42021960564308,4.78167981757923,0.0610716310510859,1
"GABARAPL1",0.926403568138843,4.17083677706508,0.0613309869701162,1
"CITED2",0.415684146119431,7.67095447713302,0.0613836659146662,1
"NGFRAP1",-0.414208290496444,5.60974431466525,0.0621379667138777,1
"ENDOG",0.527202321673837,4.07562079591176,0.0624160001474746,1
"CNTFR",2.22992436740841,1.81364571130914,0.0625295912235816,1
"AZI2",0.512542221485206,4.28999742689551,0.0628493069564688,1
"FLJ35024",1.81726848223109,2.28591307800792,0.0628848067304388,1
"SNORD61",0.43531148876835,6.2509095652131,0.0636158240628555,1
"SYTL2",1.34656450214117,2.37451305300521,0.063685731336206,1
"SNORA48",0.365858481461799,11.5036609740943,0.063750390548277,1
"FGFR1",1.22784292883528,2.54227728326058,0.0640641087400224,1
"KDM4C",0.699485868275368,3.43699149895687,0.0644316089161031,1
"ZNF770",0.431949535453578,5.27473351422771,0.064531286050259,1
"TBX2",0.410597642576087,4.64488682054102,0.0647084838818035,1
"MZT2B",0.452434931086101,5.53551455033461,0.0648780703403687,1
"LGALS8",0.97290504176271,2.85860605541235,0.065473034064814,1
"ISM2",1.93617813100846,2.09190516892267,0.0654983500074114,1
"CASKIN1",1.83025574444549,2.06049108931121,0.0654983500074114,1
"SPICE1",0.927445429457367,3.01731909741894,0.0662681350937893,1
"TRIM7",0.59911331789726,3.72868360389584,0.0667031464122819,1
"GTF2H3",-0.414706654349822,4.81719835852779,0.0670065876042056,1
"SNORD88C",0.433253095399307,10.4611139008676,0.0671993163469621,1
"MIR107",0.899711437863826,2.85877591112828,0.0675562077328811,1
"C8orf58",0.770819257403781,3.33318464525839,0.0678260768081318,1
"SYDE1",0.733732825852378,3.34043842729432,0.0678260768081318,1
"SNORD115-33",0.957612777536304,5.11028256088813,0.0679283993420418,1
"DNAJC5",0.494978400285093,4.24305385183048,0.0680238561881317,1
"PTOV1",0.483009570452584,4.23568354700566,0.0680238561881317,1
"CDCA7",-0.510132185718082,4.67023296726601,0.0683006267261891,1
"SNORD2",-0.413168310545799,13.1719969356636,0.0687574888324707,1
"SCARNA5",0.453729987094159,9.30504364724922,0.0691040791605347,1
"RPLP0",-0.330862942660767,9.27471056355025,0.0695360089427603,1
"RNF150",1.48079709664696,2.4577128086751,0.069626779026393,1
"HGS",0.436794038175264,4.47713147951552,0.0697305592008245,1
"TTC27",-0.434488571168003,4.47796062751045,0.0697305592008245,1
"MRPS27",-0.437961100754395,6.09112382774685,0.069900645128845,1
"MMP10",0.422554986589452,7.49051541882236,0.0699201681606261,1
"IMPACT",-0.605311295757611,3.75800342436504,0.0699249864488663,1
"PDZD4",2.41026806912042,1.94395141354077,0.0703642846402244,1
"MIR455",2.27008052111655,1.9244106097833,0.0703642846402244,1
"COL27A1",1.92465371486719,1.96785102873427,0.0703642846402244,1
"BCAT1",-0.748558273344518,3.33066943653721,0.0704685946393511,1
"CAST",0.53126952378203,4.87567255785001,0.0711402838029915,1
"SCARNA22",0.386732544531433,7.77440750609828,0.0713583524868928,1
"SNORD11B",0.512905684614131,11.0514409240692,0.0717215502421551,1
"HBXIP",0.396747545273609,5.38729206313306,0.071762781239764,1
"PPAN-P2RY11",2.00961488108383,2.05753685395064,0.0726445996526937,1
"GTF2H2",-0.584178458689709,3.78343327990513,0.0731571058449112,1
"STEAP1",-0.559874863862925,3.79040393853998,0.0731571058449112,1
"MAFF",0.917862403403297,2.89557453585086,0.0732078963951927,1
"HSP90B1",0.285804095580788,7.66415610202567,0.073295929416244,1
"LIMA1",-0.536166223635027,3.91416809305811,0.0734401290809331,1
"SNORA11D",0.731102219288194,5.65099079452419,0.0737191422011173,1
"AGPAT5",0.399525404334733,4.62538101427473,0.0737516251199195,1
"SNORA74A",-0.327480273777725,10.7193741979911,0.0739441827411738,1
"SCARNA7",0.524812011656649,8.078324001029,0.073969586533951,1
"SNORA15",0.394586159678092,7.01213341659432,0.0741057405609296,1
"RPS11",0.358498988741718,8.4422588577451,0.0743330732143642,1
"GSTA4",-0.448475838140633,4.29308582448955,0.0743895686519146,1
"HIST1H2AJ",-0.404140495029837,6.04514927451127,0.0746184601228702,1
"SNORD96A",-0.392916235543613,13.4532878673247,0.0747946891893579,1
"HEATR1",-0.435145111917171,4.87697345467906,0.0749258958581249,1
"RPS27",0.38891189926731,7.89194008326793,0.0751545249137569,1
"C12orf11",0.410576137223407,4.98976516075014,0.0753745453191975,1
"ARMCX6",-0.398244534415207,4.63970963800811,0.075497818444643,1
"CTF1",1.15302434840992,2.60780038938128,0.0756972581000406,1
"ANAPC13",-0.419488279251536,5.07047872507551,0.0759277323241366,1
"NT5C2",-0.425193682354831,4.42053365240564,0.076014721979595,1
"MIR16-1",1.56550422692018,2.28044843678626,0.0769231910572312,1
"CCDC64B",1.49287248855259,2.25101357228507,0.0769231910572312,1
"RIPK4",1.44292478125044,2.28287013386352,0.0769231910572312,1
"MIR16-2",1.43836925146851,2.25634720454004,0.0769231910572312,1
"PGK2",1.37200270929323,2.28668808522792,0.0769231910572312,1
"ZSWIM5",1.3086975525284,2.29757681762098,0.0769231910572312,1
"VGLL3",-0.417228830880338,6.0190821976923,0.077102849243403,1
"SNORA50",0.425692873615523,8.727743351163,0.0778499752030406,1
"FLNA",0.433987440514844,6.36590891775366,0.0780498853642252,1
"SNORD50B",0.655256523567314,8.51657183562844,0.0782901681895043,1
"HIST2H2BF",-0.574909802471548,4.88003228447738,0.0784006196727214,1
"S100A1",1.15769628610065,2.44453971072917,0.0785008915219346,1
"RFC4",-0.393339923813661,4.91176124033042,0.0785578653056629,1
"C20orf111",0.440151781628661,4.33102845523581,0.0786498567060532,1
"ACACA",-0.416412882275299,5.02857929800692,0.0790182198742508,1
"WDR4",-0.53665148368131,4.22824089233669,0.0790615579638959,1
"HIST1H2BK",-0.409357662366897,6.6239384688588,0.0791138184269309,1
"ECI1",-0.441615872196837,5.62479661199831,0.0794465504454321,1
"MRPL24",-0.410970607162149,5.45623477328392,0.0794696645068935,1
"ITGA5",0.556861931152257,3.83936419021534,0.0796409981173906,1
"BOK",0.548908760947803,3.84753108509675,0.0796409981173906,1
"TXNIP",1.29620105740598,6.0353392934476,0.0796584738712991,1
"TCP11L2",1.38230297791849,2.8619699144649,0.0801159085053538,1
"TNFAIP8",1.02207139944828,2.78713340757692,0.0803779939575752,1
"LPIN3",0.923037467020575,2.79201028782457,0.0803779939575752,1
"SNORD9",-0.334666583486877,11.5828240918565,0.0813429324877143,1
"CNOT8",0.427906081636407,4.73070254694968,0.0813949233237232,1
"HLA-E",0.656628408197193,4.21214187233102,0.0815026029511375,1
"SNORD88A",0.345900264145082,9.36124037318878,0.0815100752343294,1
"RCN2",-0.39144000984224,5.80945778509378,0.0818016249860252,1
"TMEM9",0.525917734556032,5.45776995763507,0.0818092223083634,1
"RCOR1",0.422840837109501,4.47473484041534,0.0818485836113297,1
"GLRX2",-0.419772874771322,5.0874394041295,0.0818508003780127,1
"SERTAD3",0.381049511729219,4.83461638698397,0.0828165545205269,1
"MAP1LC3B2",0.497227992964504,5.23299905287884,0.0832195910629045,1
"SNORD109A",0.580649645646353,5.78546982033629,0.0836527491057924,1
"SNORD109B",0.580649655317064,5.78546982033629,0.0836548387819243,1
"EIF5",-0.369903149288322,6.23192023301411,0.0837670944806106,1
"VARS",-0.392572162398172,4.59262673602883,0.0839589160682522,1
"TMED9",0.361704688133308,5.73114720666738,0.0839759341155887,1
"C20orf20",0.396128637020758,5.25024989664865,0.0846142488997747,1
"EDF1",0.383769463551181,5.80005902731368,0.0846149990045191,1
"HADH",-0.416993228757872,4.37915291633995,0.0850506243037394,1
"CANX",0.343522609011098,6.52294630646845,0.0851736398284791,1
"ITGB1",0.304395571853814,7.85275198211545,0.0852274102861804,1
"PDIA3P",0.355496078726664,5.89966657675733,0.0852553496624716,1
"C3orf78",0.460841363589088,4.26751289128476,0.0858066694616264,1
"ARPC2",0.294229395137865,6.93738752374563,0.0858891387538615,1
"C9orf46",-0.511985105535624,3.88993148507617,0.086134589843353,1
"ZNF12",0.55558265302032,3.74360967810937,0.0863327041430961,1
"SNORD115-5",1.02532912133367,4.81735012710896,0.0865988395945879,1
"SNORD105B",0.380978610807359,10.0779934572572,0.0867757320062998,1
"TOR3A",-0.507756972470128,5.41654857827402,0.0868284271729519,1
"MTRNR2L7",-0.636785830556618,3.45923435783832,0.0869350335755774,1
